,Geographic Cluster Name,Category Name,Meeting Type,Total Programs,Total Capacity,Average Max Age,Average Latitude,Average Capacity,population,income,latinos,blacks,white,asian,other,No.,Percent of rowded Housing,Percent of Households With Income Below Poverty Level,Unemployment Rate for Population over 16,Percent Aged 25 and Over with no High School Diploma,Percent of Population Under Age 18 and Over Age 64,Per Capita Income,Hardship Index Score,Capacity Per Capita
1324,ROGERS PARK,Sports + Wellness.,face_to_face,552,9219.0,29.644927536231883,42.01281956686603,16.70108695652174,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.16764561473695697
1325,ROGERS PARK,Sports + Wellness.,online,29,680.0,45.793103448275865,42.00987822551723,23.448275862068964,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.012365659835245768
1326,ROGERS PARK,Work + Career ,face_to_face,1,20.0,15.0,42.02206421,20.0,54991,39482,0.244,0.263,0.393,0.064,0.036,1,6.40%,19.80%,4.60%,11.70%,26.70%,"$29,682 ",40.9,0.0003636958775072285
1327,ROSELAND,Academic Support,face_to_face,31,645.0,14.064516129032258,41.70981140266669,20.806451612903224,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.014455725139514557
1328,ROSELAND,Academic Support,online,4,0.0,18.0,41.71459961,0.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0
1329,ROSELAND,Building & Fixing Things,face_to_face,4,30.0,40.0,41.75157738,7.5,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0006723593088146305
1330,ROSELAND,Building & Fixing Things,online,1,0.0,21.0,,0.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0
1331,ROSELAND,Computers.,face_to_face,2,35.0,18.5,41.715063099999995,17.5,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.000784419193617069
1332,ROSELAND,Customer/Human Service,face_to_face,2,30.0,16.0,41.69272614,15.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0006723593088146305
1333,ROSELAND,Food.,face_to_face,11,140.0,33.54545454545455,41.77764060545455,12.727272727272727,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.003137676774468276
1334,ROSELAND,Healthcare,face_to_face,4,20.0,68.75,41.6983222975,5.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0004482395392097537
1335,ROSELAND,Helping Your Community.,face_to_face,10,430.0,36.0,41.70684852800001,43.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.009637150093009705
1336,ROSELAND,Helping Your Community.,online,1,10.0,99.0,41.78852081,10.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.00022411976960487684
1337,ROSELAND,Music & Art.,face_to_face,275,4094332.0,50.31272727272727,41.74658987090911,14888.48,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,91.76207445258746
1338,ROSELAND,Music & Art.,online,40,995.0,14.225,41.78852080999997,24.875,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.022299917075685245
1339,ROSELAND,Nature.,face_to_face,19,269.0,70.10526315789474,41.728931830526314,14.157894736842104,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.006028821802371187
1340,ROSELAND,Performance.,face_to_face,4,200.0,60.5,41.7442760475,50.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.004482395392097537
1341,ROSELAND,Reading & Writing.,face_to_face,63,47457.0,49.98412698412698,41.754224265079365,753.2857142857143,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,1.0636051906138642
1342,ROSELAND,Reading & Writing.,online,6,18.0,55.0,,3.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.00040341558528877834
1343,ROSELAND,Science ,face_to_face,5,57.0,31.4,41.790799715999995,11.4,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.001277482686747798
1344,ROSELAND,Social Studies ,face_to_face,8,306.0,99.0,41.814974311250005,38.25,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.006858064949909232
1345,ROSELAND,Sports + Wellness.,face_to_face,429,7929.0,40.35897435897436,41.72374615911194,18.482517482517483,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.17770456531970685
1346,ROSELAND,Sports + Wellness.,online,36,717.0,53.0,41.76278315361111,19.916666666666668,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.016069387480669668
1347,ROSELAND,Transportation,face_to_face,2,0.0,21.0,41.78850174,0.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0
1348,ROSELAND,Work + Career ,face_to_face,3,23.0,19.333333333333332,41.73950322666666,7.666666666666667,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0005154754700912168
1349,ROSELAND,Work + Career ,online,2,0.0,24.0,41.76298523,0.0,44619,40142,0.01,0.974,0.004,0.001,0.011,49,2.20%,22.10%,19.00%,13.80%,39.80%,"$20,782 ",52.9,0.0
1350,SOUTH CHICAGO,Academic Support,face_to_face,10,248.0,30.5,41.751569364000005,24.8,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.007949227514584269
1351,SOUTH CHICAGO,Building & Fixing Things,face_to_face,6,171.0,45.0,41.730400089999996,28.5,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.0054811205846528625
1352,SOUTH CHICAGO,Computers.,face_to_face,14,354.0,19.5,41.73031562071428,25.285714285714285,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.011346881210333996
1353,SOUTH CHICAGO,Food.,face_to_face,3,75.0,99.0,41.73289871,25.0,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.002404000256426694
1354,SOUTH CHICAGO,Helping Your Community.,face_to_face,3,80.0,16.333333333333332,41.822699230000005,26.666666666666668,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.0025642669401884735
1355,SOUTH CHICAGO,Music & Art.,face_to_face,308,196534.0,30.23051948051948,41.736599863604035,638.0974025974026,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,6.299570485287519
1356,SOUTH CHICAGO,Music & Art.,online,3,40.0,99.0,41.73288727,13.333333333333334,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.0012821334700942367
1357,SOUTH CHICAGO,Nature.,face_to_face,10,30.0,82.8,41.76443938999999,3.0,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.0009616001025706776
1358,SOUTH CHICAGO,Reading & Writing.,face_to_face,54,1693.0,22.833333333333332,41.737183044074115,31.35185185185185,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.054266299121738575
1359,SOUTH CHICAGO,Reading & Writing.,online,2,36.0,99.0,,18.0,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.001153920123084813
1360,SOUTH CHICAGO,Science ,face_to_face,9,176.0,32.22222222222222,41.73033100111111,19.555555555555557,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.005641387268414642
1361,SOUTH CHICAGO,Sports + Wellness.,face_to_face,214,3805.0,36.08878504672897,41.73870234425235,17.7803738317757,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.12196294634271428
1362,SOUTH CHICAGO,Sports + Wellness.,online,6,120.0,99.0,41.73288727,20.0,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.0038464004102827104
1363,SOUTH CHICAGO,Work + Career ,face_to_face,1,10.0,19.0,41.72980118,10.0,31198,31164,0.217,0.747,0.019,0.002,0.015,46,3.30%,27.50%,16.10%,17.70%,40.30%,"$19,443 ",57.0,0.0003205333675235592
1364,SOUTH DEERING,Academic Support,face_to_face,14,141.0,12.571428571428571,41.71367318285714,10.071428571428571,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.009332186114236548
1365,SOUTH DEERING,Building & Fixing Things,face_to_face,1,0.0,11.0,41.71319962,0.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.0
1366,SOUTH DEERING,Computers.,face_to_face,47,1606.0,88.87234042553192,41.7115766682979,34.170212765957444,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.1062942616983255
1367,SOUTH DEERING,Food.,face_to_face,1,0.0,99.0,41.71319962,0.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.0
1368,SOUTH DEERING,Healthcare,face_to_face,17,0.0,18.0,41.71319962,0.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.0
1369,SOUTH DEERING,Managing Money.,face_to_face,4,396.0,99.0,41.71323776,99.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.026209543980409027
1370,SOUTH DEERING,Music & Art.,face_to_face,145,1858785.0,58.16551724137931,41.71779788034482,12819.206896551725,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,123.02501820107221
1371,SOUTH DEERING,Nature.,face_to_face,16,882.0,60.4375,41.694911240625004,55.125,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.058375802501820104
1372,SOUTH DEERING,Reading & Writing.,face_to_face,26,958.0,41.34615384615385,41.732098360384605,36.84615384615385,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.06340591700311073
1373,SOUTH DEERING,Reading & Writing.,online,4,78.0,51.5,,19.5,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.005162485935535112
1374,SOUTH DEERING,Science ,face_to_face,16,1865.0,47.6875,41.728806736875,116.5625,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.12343636243298696
1375,SOUTH DEERING,Science ,online,1,1813.0,99.0,,1813.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.11999470514263022
1376,SOUTH DEERING,Sports + Wellness.,face_to_face,165,2653.0,33.67878787878788,41.71119604436369,16.078787878787878,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.17559070752531603
1377,SOUTH DEERING,Sports + Wellness.,online,1,8.0,99.0,41.71806717,8.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.0005294857369779601
1378,SOUTH DEERING,Work + Career ,face_to_face,1,18.0,99.0,41.71319962,18.0,15109,38594,0.318,0.619,0.048,0.001,0.013,51,2.10%,30.30%,17.10%,19.60%,43.20%,"$19,184 ",59.2,0.0011913429082004105
1379,SOUTH SHORE,Academic Support,face_to_face,17,253.0,14.294117647058824,41.75978784,14.882352941176471,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.004864449144395309
1380,SOUTH SHORE,Digital Media.,face_to_face,1,0.0,18.0,41.76649857,0.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0
1381,SOUTH SHORE,Food.,face_to_face,5,0.0,18.0,41.76240158,0.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0
1382,SOUTH SHORE,Healthcare,face_to_face,2,10.0,82.0,41.766149525,5.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.00019227071716977504
1383,SOUTH SHORE,Healthcare,online,2,55.0,99.0,41.76582718,27.5,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0010574889444337628
1384,SOUTH SHORE,Helping Your Community.,face_to_face,9,55.0,20.666666666666668,41.76519309333334,6.111111111111111,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0010574889444337628
1385,SOUTH SHORE,Helping Your Community.,online,1,10.0,18.0,41.76582718,10.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.00019227071716977504
1386,SOUTH SHORE,Music & Art.,face_to_face,162,4815.0,51.55555555555556,41.76635221672842,29.72222222222222,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.09257835031724668
1387,SOUTH SHORE,Music & Art.,online,5,50.0,48.6,41.76831436,10.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0009613535858488752
1388,SOUTH SHORE,Nature.,face_to_face,21,0.0,99.0,41.76622826714287,0.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0
1389,SOUTH SHORE,Performance.,face_to_face,19,123.0,23.0,41.7683015094737,6.473684210526316,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.002364929821188233
1390,SOUTH SHORE,Reading & Writing.,face_to_face,28,2146.0,99.0,41.76527813535714,76.64285714285714,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.041261295904633725
1391,SOUTH SHORE,Sports + Wellness.,face_to_face,347,4868.0,51.93659942363112,41.76468212291044,14.028818443804035,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.09359738511824649
1392,SOUTH SHORE,Sports + Wellness.,online,35,470.0,58.0,41.765424239142874,13.428571428571429,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.009036723706979426
1393,SOUTH SHORE,Work + Career ,face_to_face,5,15.0,21.2,41.766687016000006,3.0,52010,27903,0.017,0.949,0.014,0.002,0.018,43,2.80%,29.50%,15.80%,9.80%,37.30%,"$26,789 ",50.5,0.0002884060757546626
1394,UPTOWN,Academic Support,face_to_face,27,304.0,12.037037037037036,41.96884367370371,11.25925925925926,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.005393704978531635
1395,UPTOWN,Academic Support,online,1,184139.0,99.0,,184139.0,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,3.2670771086902524
1396,UPTOWN,Building & Fixing Things,face_to_face,4,290.0,16.5,41.9682493225,72.5,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0051453106703097835
1397,UPTOWN,Computers.,face_to_face,10,55.0,22.9,41.964818955,5.5,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0009758347823001313
1398,UPTOWN,Food.,face_to_face,1,100.0,17.0,41.96586609,100.0,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0017742450587275114
1399,UPTOWN,Healthcare,face_to_face,1,1865.0,99.0,41.95819855,1865.0,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.03308967034526809
1400,UPTOWN,Helping Your Community.,face_to_face,5,53.0,36.6,41.930462647999995,10.6,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0009403498811255811
1401,UPTOWN,Managing Money.,face_to_face,1,0.0,99.0,41.95820236,0.0,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0
1402,UPTOWN,Music & Art.,face_to_face,278,94971.0,43.25539568345324,41.959316294712046,341.6223021582734,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,1.685018274724105
1403,UPTOWN,Music & Art.,online,9,140.0,18.0,41.970445157499995,15.555555555555555,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.002483943082218516
1404,UPTOWN,Nature.,face_to_face,22,57.0,70.5,41.96826796090909,2.590909090909091,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0010113196834746815
1405,UPTOWN,Performance.,face_to_face,14,285.0,15.571428571428571,41.9670998742857,20.357142857142858,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.005056598417373407
1406,UPTOWN,Reading & Writing.,face_to_face,158,10498.0,25.531645569620252,41.95992955101257,66.44303797468355,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.18626024626521415
1407,UPTOWN,Science ,face_to_face,6,146.0,17.5,41.96645991333333,24.333333333333332,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.0025903977857421666
1408,UPTOWN,Sports + Wellness.,face_to_face,242,4436.0,29.049586776859503,41.96854135793391,18.330578512396695,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.07870551080515241
1409,UPTOWN,Sports + Wellness.,online,6,120.0,84.66666666666667,41.972297669999996,20.0,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.002129094070473014
1410,UPTOWN,Work + Career ,face_to_face,4,15.0,17.5,41.9648532875,3.75,56362,40324,0.142,0.2,0.516,0.114,0.028,3,4.40%,19.00%,3.30%,9.80%,24.40%,"$42,112 ",32.4,0.00026613675880912674
1411,WASHINGTON HEIGHTS,Academic Support,face_to_face,29,530.0,14.724137931034482,41.71696143517242,18.275862068965516,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.020005284414751065
1412,WASHINGTON HEIGHTS,Building & Fixing Things,face_to_face,41,4681.0,49.80487804878049,41.72048894512191,114.17073170731707,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.17668818178386744
1413,WASHINGTON HEIGHTS,Computers.,face_to_face,23,277.0,20.869565217391305,41.720167576521746,12.043478260869565,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.010455592043181217
1414,WASHINGTON HEIGHTS,Customer/Human Service,face_to_face,1,20.0,17.0,41.70443344,20.0,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.0007549163930094741
1415,WASHINGTON HEIGHTS,Digital Media.,face_to_face,5,92.0,17.6,41.70772705,18.4,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.0034726154078435815
1416,WASHINGTON HEIGHTS,Food.,face_to_face,15,0.0,18.0,41.72090149,0.0,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.0
1417,WASHINGTON HEIGHTS,Helping Your Community.,face_to_face,19,229.0,17.36842105263158,41.71948804473684,12.052631578947368,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.00864379269995848
1418,WASHINGTON HEIGHTS,Managing Money.,face_to_face,12,549.0,99.0,41.72088432500001,45.75,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.020722454988110067
1419,WASHINGTON HEIGHTS,Music & Art.,face_to_face,287,70844.0,42.44947735191638,41.723766368397186,246.8432055749129,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,2.6740648473181596
1420,WASHINGTON HEIGHTS,Music & Art.,online,3,18.0,15.0,41.72058106,6.0,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.0006794247537085268
1421,WASHINGTON HEIGHTS,Nature.,face_to_face,8,0.0,99.0,41.7221746475,0.0,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.0
1422,WASHINGTON HEIGHTS,Performance.,face_to_face,8,357.0,27.125,41.712208271250006,44.625,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.013475257615219114
1423,WASHINGTON HEIGHTS,Reading & Writing.,face_to_face,82,11371.0,21.853658536585368,41.72523745256098,138.67073170731706,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.4292077152455366
1424,WASHINGTON HEIGHTS,Reading & Writing.,online,4,481.0,29.25,,120.25,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.018155739251877856
1425,WASHINGTON HEIGHTS,Science ,face_to_face,21,15759.0,61.142857142857146,41.720893316190484,750.4285714285714,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.5948363718718152
1426,WASHINGTON HEIGHTS,Social Studies ,face_to_face,1,99.0,99.0,41.72090149,99.0,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.003736836145396897
1427,WASHINGTON HEIGHTS,Sports + Wellness.,face_to_face,298,4927.0,32.651006711409394,41.722390516812,16.533557046979865,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.18597365341788397
1428,WASHINGTON HEIGHTS,Work + Career ,face_to_face,3,30.0,33.0,41.70443344,10.0,26493,42053,0.01,0.974,0.005,0,0.012,73,0.80%,20.00%,14.20%,11.40%,40.00%,"$24,294 ",45.9,0.0011323745895142113
1429,WASHINGTON PARK,Academic Support,face_to_face,4,70.0,14.25,41.789351465,17.5,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.005974225484338995
1430,WASHINGTON PARK,Building & Fixing Things,face_to_face,3,15.0,19.0,41.7903684,5.0,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.0012801911752154988
1431,WASHINGTON PARK,Food.,face_to_face,2,20.0,99.0,41.788511275000005,10.0,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.0017069215669539984
1432,WASHINGTON PARK,Healthcare,face_to_face,1,15.0,99.0,41.78852081,15.0,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.0012801911752154988
1433,WASHINGTON PARK,Helping Your Community.,face_to_face,2,315.0,57.0,41.79130173,157.5,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.026884014679525475
1434,WASHINGTON PARK,Helping Your Community.,online,1,10.0,99.0,41.78852081,10.0,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.0008534607834769992
1435,WASHINGTON PARK,Music & Art.,face_to_face,90,3859.0,42.51111111111111,41.78855332299994,42.87777777777778,11717,21899,0.009,0.97,0.007,0.001,0.012,40,2.30%,41.80%,17.90%,16.50%,39.40%,"$16,193 ",61.3,0.329350516343774
